sitename,county,aqi,pollutant,status,so2,co,o3,o3_8hr,pm10,pm2.5,no2,nox,no,windspeed,winddirec,datacreationdate,unit,co_8hr,pm2.5_avg,pm10_avg,so2_avg,longitude,latitude,siteid,so2_level,co_level,o3_level,o3_8hr_level,pm10_level,pm2.5_level,no2_level,nox_level,no_level,windspeed_level
古亭,臺北市,90,細懸浮微粒,普通,1.2,0.25,70.0,62.0,63.0,30.0,2.0,3.6,1.1,3.5,61,2025-04-07 03:00,,0.2,26.8,55,1.0,121.529556,25.020608,14,低,低,中,高,低,中,低,低,低,弱
萬華,臺北市,87,細懸浮微粒,普通,0.9,0.33,59.0,42.0,58.0,25.0,7.0,8.1,0.6,2.1,89,2025-04-07 03:00,,0.4,25.5,54,0.0,121.507972,25.046503,13,低,低,中,中,低,中,低,低,低,弱
中山,臺北市,86,細懸浮微粒,普通,0.9,0.33,50.0,32.0,55.0,27.0,10.0,11.0,0.7,1.2,65,2025-04-07 03:00,,0.5,25.3,56,0.0,121.526528,25.062361,12,低,低,中,中,低,中,低,低,低,弱
士林,臺北市,87,細懸浮微粒,普通,1.1,0.26,73.0,65.0,62.0,23.0,3.0,3.7,0.5,1.1,152,2025-04-07 03:00,,0.2,25.7,56,0.0,121.51666356,25.10334003,11,低,低,高,高,低,中,低,低,低,弱
淡水,新北市,90,細懸浮微粒,普通,0.6,0.3,62.0,60.0,62.0,30.0,4.0,5.1,0.6,4.4,150,2025-04-07 03:00,,0.3,26.7,59,0.0,121.449239,25.1645,10,低,低,中,高,低,中,低,低,低,中
林口,新北市,82,細懸浮微粒,普通,1.6,0.28,70.0,57.0,64.0,23.0,4.0,5.1,0.6,3.7,87,2025-04-07 03:00,,0.3,23.9,55,0.0,121.36548982,25.07798949,9,低,低,中,中,低,中,低,低,低,弱
菜寮,新北市,93,細懸浮微粒,普通,0.8,0.34,57.0,42.0,52.0,33.0,7.0,8.1,0.9,2.0,83,2025-04-07 03:00,,0.5,27.8,53,0.0,121.481028,25.06895,8,低,低,中,中,低,中,低,低,低,弱
新莊,新北市,85,細懸浮微粒,普通,0.4,0.28,63.0,40.0,62.0,23.0,6.0,6.8,0.7,2.1,41,2025-04-07 03:00,,0.5,25.0,55,0.0,121.4325,25.037972,7,低,低,中,中,低,中,低,低,低,弱
板橋,新北市,84,細懸浮微粒,普通,1.1,0.3,66.0,49.0,54.0,23.0,5.0,6.2,0.8,1.5,21,2025-04-07 03:00,,0.4,24.5,50,0.0,121.458667,25.012972,6,低,低,中,中,低,中,低,低,低,弱
土城,新北市,84,細懸浮微粒,普通,0.7,0.28,64.0,55.0,59.0,29.0,4.0,6.0,1.0,1.4,57,2025-04-07 03:00,,0.3,24.4,50,0.0,121.451861,24.982528,5,低,低,中,中,低,中,低,低,低,弱
新店,新北市,79,細懸浮微粒,普通,0.8,0.28,61.0,48.0,53.0,24.0,6.0,6.4,0.1,2.7,134,2025-04-07 03:00,,0.3,22.6,48,0.0,121.537778,24.977222,4,低,低,中,中,低,中,低,低,低,弱
萬里,新北市,78,細懸浮微粒,普通,0.5,0.27,45.0,38.0,46.0,20.0,1.0,2.1,0.4,4.6,219,2025-04-07 03:00,,0.2,22.4,51,0.0,121.689881,25.179667,3,低,低,中,中,低,中,低,低,低,中
汐止,新北市,81,細懸浮微粒,普通,0.6,0.35,10.0,11.0,41.0,24.0,16.0,17.7,0.9,0.7,26,2025-04-07 03:00,,0.4,23.6,42,0.0,121.64081,25.06624,2,低,低,低,低,低,中,低,低,低,弱
基隆,基隆市,75,細懸浮微粒,普通,0.8,0.46,13.0,15.0,32.0,21.0,8.0,9.0,0.6,0.2,314,2025-04-07 03:00,,0.5,21.3,37,0.0,121.760056,25.129167,1,低,低,低,低,低,中,低,低,低,弱
屏東(枋山),屏東縣,74,臭氧八小時,普通,0.2,0.18,65.0,62.0,16.0,9.0,1.0,1.7,0.1,5.8,83,2025-04-07 02:00,,0.1,5.8,13,0.0,120.651472,22.260899,313,低,低,中,高,低,低,低,低,低,中
臺南（南化）,臺南市,61,細懸浮微粒,普通,0.1,0.25,25.0,33.0,35.0,20.0,3.0,3.5,0.4,1.9,211,2025-04-07 02:00,,0.2,16.0,26,0.0,120.44583156,23.04562013,312,低,低,低,中,低,中,低,低,低,弱
新北（樹林）,新北市,83,細懸浮微粒,普通,0.6,0.29,37.0,36.0,58.0,23.0,7.0,8.2,0.2,0.1,158,2025-04-07 02:00,,0.3,24.1,53,0.0,121.38352778,24.94902778,311,低,低,中,中,低,中,低,低,低,弱
台中市（和平區消防隊）,臺中市,39,,良好,0.0,0.35,11.0,14.0,25.0,17.0,2.0,2.5,0.3,0.2,353,2025-04-07 02:00,,0.3,9.6,16,0.0,120.883858,24.174592,310,低,低,低,低,低,低,低,低,低,弱
屏東（琉球）,屏東縣,54,臭氧八小時,普通,1.1,0.28,51.0,56.0,32.0,14.0,6.0,6.6,0.5,2.2,334,2025-04-07 02:00,,0.2,13.3,25,3.0,120.37722,22.35222,204,低,低,中,中,低,低,低,低,低,弱
臺南（麻豆）,臺南市,80,細懸浮微粒,普通,1.2,0.35,22.0,40.0,60.0,31.0,10.0,11.6,1.1,0.3,112,2025-04-07 02:00,,0.3,23.0,51,1.0,120.24583056,23.17904722,203,低,低,低,中,低,中,低,低,低,弱
高雄（湖內）,高雄市,75,細懸浮微粒,普通,1.2,0.33,25.0,37.0,53.0,20.0,10.0,11.8,0.9,0.9,62,2025-04-07 02:00,,0.3,21.2,52,1.0,120.24535,22.87985556,202,低,低,低,中,低,中,低,低,低,弱
宜蘭（頭城）,宜蘭縣,78,細懸浮微粒,普通,0.6,0.27,29.0,37.0,49.0,24.0,10.0,10.7,0.6,0.5,214,2025-04-07 02:00,,0.3,22.4,51,0.0,121.82463916,24.85366672,201,低,低,低,中,低,中,低,低,低,弱
員林,彰化縣,73,細懸浮微粒,普通,1.2,0.4,25.0,36.0,44.0,24.0,12.0,13.7,1.2,0.8,38,2025-04-07 02:00,,0.3,20.4,37,1.0,120.5631893,23.9615945,139,低,低,低,中,低,中,低,低,低,弱
大城,彰化縣,91,細懸浮微粒,普通,1.9,0.33,38.0,54.0,62.0,32.0,8.0,10.0,1.0,0.2,40,2025-04-07 02:00,,0.2,27.2,58,1.0,120.26964167,23.85493056,85,低,低,中,中,低,中,低,低,低,弱
富貴角,新北市,104,臭氧八小時,對敏感族群不健康,0.8,0.23,77.0,72.0,64.0,27.0,2.0,2.0,0.0,6.9,96,2025-04-07 02:00,,0.2,22.7,55,0.0,121.53656894,25.29681695,84,低,低,高,高,低,中,低,低,低,中
麥寮,雲林縣,78,細懸浮微粒,普通,2.2,0.34,31.0,49.0,59.0,29.0,9.0,10.1,0.2,1.4,43,2025-04-07 02:00,,0.2,22.5,54,1.0,120.251825,23.753506,83,低,低,低,中,低,中,低,低,低,弱
關山,臺東縣,59,細懸浮微粒,普通,0.7,0.19,47.0,53.0,35.0,14.0,1.0,2.6,1.1,1.2,349,2025-04-07 02:00,,0.2,15.5,25,0.0,121.161933,23.045083,80,低,低,中,中,低,低,低,低,低,弱
馬公,澎湖縣,104,臭氧八小時,對敏感族群不健康,0.4,0.22,74.0,72.0,57.0,28.0,2.0,2.8,0.3,1.7,12,2025-04-07 02:00,,0.2,25.2,50,0.0,119.566158,23.569031,78,低,低,高,高,低,中,低,低,低,弱
金門,金門縣,87,細懸浮微粒,普通,2.2,0.3,46.0,58.0,75.0,34.0,17.0,17.9,0.7,0.6,342,2025-04-07 02:00,,0.2,25.8,51,2.0,118.312256,24.432133,77,低,低,中,中,低,中,低,低,低,弱
馬祖,連江縣,87,細懸浮微粒,普通,0.7,0.18,54.0,64.0,36.0,21.0,5.0,5.3,0.3,2.3,340,2025-04-07 02:00,,0.2,25.7,41,1.0,119.952724,26.153736,75,低,低,中,高,低,中,低,低,低,弱
埔里,南投縣,61,細懸浮微粒,普通,1.3,0.34,9.0,14.0,28.0,13.0,3.0,4.4,0.8,0.7,73,2025-04-07 02:00,,0.4,16.3,27,1.0,120.967903,23.968842,72,低,低,低,低,低,低,低,低,低,弱
復興,高雄市,58,細懸浮微粒,普通,1.4,0.39,36.0,53.0,46.0,24.0,14.0,15.6,0.8,0.4,154,2025-04-07 02:00,,0.2,15.2,32,1.0,120.312017,22.608711,71,低,低,低,中,低,中,低,低,低,弱
永和,新北市,92,細懸浮微粒,普通,0.6,0.34,57.0,46.0,58.0,33.0,8.0,9.4,1.0,0.9,139,2025-04-07 02:00,,0.4,27.4,49,0.0,121.516306,25.017,70,低,低,中,中,低,中,低,低,低,弱
竹山,南投縣,68,細懸浮微粒,普通,0.8,0.33,13.0,26.0,24.0,18.0,12.0,13.8,0.9,0.9,172,2025-04-07 02:00,,0.3,18.7,28,1.0,120.677306,23.756389,69,低,低,低,低,低,低,低,低,低,弱
中壢,桃園市,86,細懸浮微粒,普通,1.7,0.32,69.0,54.0,62.0,25.0,7.0,8.2,1.0,0.4,283,2025-04-07 02:00,,0.6,25.2,58,0.0,121.221667,24.953278,68,低,低,中,中,低,中,低,低,低,弱
冬山,宜蘭縣,75,細懸浮微粒,普通,0.7,0.23,44.0,50.0,47.0,22.0,2.0,2.7,0.5,0.6,310,2025-04-07 02:00,,0.2,21.2,45,0.0,121.792928,24.632203,66,低,低,中,中,低,中,低,低,低,弱
宜蘭,宜蘭縣,75,細懸浮微粒,普通,0.7,0.23,58.0,51.0,51.0,25.0,3.0,3.7,0.6,0.9,305,2025-04-07 02:00,,0.2,21.4,41,1.0,121.746394,24.747917,65,低,低,中,中,低,中,低,低,低,弱
陽明,臺北市,126,臭氧八小時,對敏感族群不健康,6.7,0.27,74.0,78.0,57.0,22.0,5.0,6.2,0.2,2.6,190,2025-04-07 02:00,,0.2,21.3,55,1.0,121.529583,25.182722,64,中,低,高,高,低,中,低,低,低,弱
花蓮,花蓮縣,61,細懸浮微粒,普通,0.7,0.23,45.0,50.0,32.0,16.0,1.0,2.2,0.6,1.2,240,2025-04-07 02:00,,0.3,16.0,38,0.0,121.599769,23.971306,63,低,低,中,中,低,低,低,低,低,弱
臺東,臺東縣,53,細懸浮微粒,普通,1.0,0.2,58.0,54.0,41.0,18.0,1.0,1.5,0.3,2.1,316,2025-04-07 02:00,,0.2,13.2,32,0.0,121.15045,22.755358,62,低,低,中,中,低,低,低,低,低,弱
恆春,屏東縣,80,臭氧八小時,普通,0.8,0.25,71.0,64.0,63.0,21.0,1.0,1.7,0.1,11.2,26,2025-04-07 02:00,,0.2,15.4,35,0.0,120.788928,21.958069,61,低,低,中,高,低,中,低,低,低,強
潮州,屏東縣,64,細懸浮微粒,普通,1.6,0.28,39.0,48.0,36.0,14.0,6.0,6.4,0.1,1.6,87,2025-04-07 02:00,,0.2,17.4,36,0.0,120.561175,22.523108,60,低,低,中,中,低,低,低,低,低,弱
屏東,屏東縣,82,細懸浮微粒,普通,1.4,0.35,40.0,48.0,41.0,25.0,8.0,9.6,0.7,1.1,347,2025-04-07 02:00,,0.4,23.7,48,1.0,120.488033,22.673081,59,低,低,中,中,低,中,低,低,低,弱
小港,高雄市,59,細懸浮微粒,普通,1.3,0.36,36.0,47.0,40.0,23.0,12.0,13.5,0.7,0.5,342,2025-04-07 02:00,,0.2,15.4,28,2.0,120.337736,22.565833,58,低,低,低,中,低,中,低,低,低,弱
前鎮,高雄市,56,細懸浮微粒,普通,1.9,0.41,36.0,51.0,49.0,25.0,15.0,17.0,1.3,1.0,21,2025-04-07 02:00,,0.3,14.2,34,1.0,120.30833356,22.6044507,57,低,低,低,中,低,中,低,低,低,弱
前金,高雄市,63,懸浮微粒,普通,1.2,0.4,34.0,50.0,58.0,21.0,13.0,13.6,0.5,0.7,339,2025-04-07 02:00,,0.3,14.8,42,1.0,120.28676111,22.63390278,56,低,低,低,中,低,中,低,低,低,弱
左營,高雄市,71,細懸浮微粒,普通,1.3,0.39,29.0,46.0,47.0,23.0,13.0,14.6,0.6,0.5,341,2025-04-07 02:00,,0.3,19.8,45,1.0,120.292917,22.674861,54,低,低,低,中,低,中,低,低,低,弱
楠梓,高雄市,74,細懸浮微粒,普通,1.2,0.36,34.0,39.0,46.0,22.0,11.0,12.2,0.2,0.5,23,2025-04-07 02:00,,0.4,20.9,49,1.0,120.328289,22.733667,53,低,低,低,中,低,中,低,低,低,弱
林園,高雄市,60,細懸浮微粒,普通,1.0,0.32,37.0,50.0,47.0,17.0,7.0,7.6,0.3,0.4,226,2025-04-07 02:00,,0.2,15.7,38,3.0,120.41175,22.4795,52,低,低,中,中,低,低,低,低,低,弱
大寮,高雄市,59,細懸浮微粒,普通,2.0,0.34,32.0,48.0,43.0,21.0,9.0,9.3,0.0,0.2,62,2025-04-07 02:00,,0.2,15.3,35,1.0,120.425311,22.56413611,51,低,低,低,中,低,中,低,低,低,弱
鳳山,高雄市,73,細懸浮微粒,普通,1.3,0.35,38.0,46.0,42.0,25.0,10.0,10.6,0.4,0.3,108,2025-04-07 02:00,,0.4,20.7,40,1.0,120.357422,22.628126,50,低,低,中,中,低,中,低,低,低,弱
仁武,高雄市,73,細懸浮微粒,普通,1.8,0.38,38.0,44.0,43.0,21.0,12.0,13.1,0.8,0.7,341,2025-04-07 02:00,,0.4,20.7,46,1.0,120.332631,22.689056,49,低,低,中,中,低,中,低,低,低,弱
橋頭,高雄市,78,細懸浮微粒,普通,1.7,0.31,34.0,42.0,43.0,25.0,9.0,9.8,0.6,1.0,9,2025-04-07 02:00,,0.3,22.2,48,1.0,120.305689,22.757506,48,低,低,低,中,低,中,低,低,低,弱
美濃,高雄市,66,細懸浮微粒,普通,0.9,0.29,39.0,52.0,31.0,16.0,5.0,6.0,0.7,0.4,73,2025-04-07 02:00,,0.3,18.1,36,1.0,120.530542,22.883583,47,低,低,中,中,低,低,低,低,低,弱
臺南,臺南市,84,細懸浮微粒,普通,1.5,0.39,33.0,45.0,61.0,30.0,13.0,14.1,1.1,0.5,62,2025-04-07 02:00,,0.3,24.5,53,1.0,120.21947897,22.98928311,46,低,低,低,中,低,中,低,低,低,弱
安南,臺南市,81,細懸浮微粒,普通,1.8,0.42,27.0,44.0,61.0,35.0,12.0,13.9,1.4,0.5,57,2025-04-07 02:00,,0.3,23.6,51,2.0,120.2175,23.048197,45,低,低,低,中,低,中,低,低,低,弱
善化,臺南市,88,細懸浮微粒,普通,1.8,0.33,26.0,42.0,61.0,32.0,9.0,10.4,1.3,0.2,116,2025-04-07 02:00,,0.3,25.9,49,1.0,120.29740529,23.11337642,44,低,低,低,中,低,中,低,低,低,弱
新營,臺南市,89,細懸浮微粒,普通,1.2,0.36,27.0,40.0,56.0,30.0,9.0,10.4,1.4,0.3,267,2025-04-07 02:00,,0.3,26.3,49,0.0,120.31725,23.305633,43,低,低,低,中,低,中,低,低,低,弱
嘉義,嘉義市,91,細懸浮微粒,普通,1.8,0.38,24.0,35.0,51.0,32.0,10.0,10.6,0.0,0.5,134,2025-04-07 02:00,,0.4,27.0,43,3.0,120.44125148,23.46477865,42,低,低,低,中,低,中,低,低,低,弱
臺西,雲林縣,82,細懸浮微粒,普通,2.1,0.35,34.0,54.0,65.0,32.0,10.0,10.3,0.2,1.0,33,2025-04-07 02:00,,0.2,23.9,57,1.0,120.19933333,23.702175,41,低,低,低,中,低,中,低,低,低,弱
朴子,嘉義縣,86,細懸浮微粒,普通,1.4,0.3,30.0,40.0,53.0,27.0,7.0,7.9,0.0,1.0,123,2025-04-07 02:00,,0.2,25.2,50,1.0,120.2478,23.46538,40,低,低,低,中,低,中,低,低,低,弱
新港,嘉義縣,73,細懸浮微粒,普通,2.2,0.34,28.0,38.0,40.0,21.0,8.0,8.7,0.6,0.7,104,2025-04-07 02:00,,0.3,20.5,45,2.0,120.345531,23.554839,39,低,低,低,中,低,中,低,低,低,弱
崙背,雲林縣,92,細懸浮微粒,普通,1.5,0.3,33.0,42.0,57.0,32.0,7.0,8.5,1.0,0.8,88,2025-04-07 02:00,,0.3,27.6,53,1.0,120.348742,23.757547,38,低,低,低,中,低,中,低,低,低,弱
斗六,雲林縣,65,細懸浮微粒,普通,2.6,0.42,19.0,36.0,39.0,20.0,11.0,13.4,1.5,0.9,120,2025-04-07 02:00,,0.3,17.5,31,1.0,120.544994,23.711853,37,低,低,低,中,低,中,低,低,低,弱
南投,南投縣,52,細懸浮微粒,普通,1.1,0.33,12.0,23.0,23.0,14.0,8.0,8.9,0.4,1.1,145,2025-04-07 02:00,,0.3,12.7,21,1.0,120.685306,23.913,36,低,低,低,低,低,低,低,低,低,弱
二林,彰化縣,72,懸浮微粒,普通,2.5,0.28,41.0,50.0,50.0,23.0,6.0,6.3,0.2,0.7,149,2025-04-07 02:00,,0.2,19.8,50,2.0,120.409653,23.925175,35,低,低,中,中,低,中,低,低,低,弱
線西,彰化縣,73,細懸浮微粒,普通,2.3,0.31,38.0,55.0,42.0,21.0,9.0,10.0,0.3,0.3,16,2025-04-07 02:00,,0.2,20.7,43,1.0,120.469061,24.131672,34,低,低,中,中,低,中,低,低,低,弱
彰化,彰化縣,56,細懸浮微粒,普通,1.2,0.39,14.0,31.0,20.0,18.0,12.0,13.6,1.0,0.4,152,2025-04-07 02:00,,0.3,14.2,22,0.0,120.541519,24.066,33,低,低,低,低,低,低,低,低,低,弱
西屯,臺中市,62,細懸浮微粒,普通,1.2,0.5,6.0,31.0,35.0,17.0,26.0,32.1,6.1,0.4,156,2025-04-07 02:00,,0.3,16.6,29,1.0,120.616917,24.162197,32,低,低,低,低,低,低,中,中,低,弱
忠明,臺中市,57,細懸浮微粒,普通,1.7,0.55,8.0,26.0,29.0,19.0,26.0,27.6,1.5,0.3,125,2025-04-07 02:00,,0.4,14.7,27,1.0,120.641092,24.151958,31,低,低,低,低,低,低,中,低,低,弱
大里,臺中市,56,細懸浮微粒,普通,0.8,0.45,13.0,20.0,31.0,18.0,19.0,20.2,0.7,0.4,144,2025-04-07 02:00,,0.4,14.5,22,1.0,120.67844444,24.09961111,30,低,低,低,低,低,低,低,低,低,弱
沙鹿,臺中市,68,細懸浮微粒,普通,1.3,0.35,36.0,47.0,46.0,20.0,8.0,9.0,0.2,0.4,51,2025-04-07 02:00,,0.3,18.7,38,1.0,120.568794,24.225628,29,低,低,低,中,低,中,低,低,低,弱
豐原,臺中市,35,,良好,0.3,0.29,18.0,21.0,12.0,7.0,5.0,5.6,0.6,1.7,118,2025-04-07 02:00,,0.3,8.7,12,0.0,120.74252414,24.25699731,28,低,低,低,低,低,低,低,低,低,弱
三義,苗栗縣,39,,良好,1.3,0.32,23.0,36.0,18.0,8.0,1.0,2.7,1.4,0.5,226,2025-04-07 02:00,,0.2,9.7,15,0.0,120.75956754,24.38248443,27,低,低,低,中,低,低,低,低,低,弱
苗栗,苗栗縣,70,細懸浮微粒,普通,1.2,0.3,9.0,42.0,24.0,16.0,12.0,13.4,1.3,0.8,278,2025-04-07 02:00,,0.3,19.3,31,1.0,120.82011468,24.56499183,26,低,低,低,中,低,低,低,低,低,弱
頭份,苗栗縣,80,細懸浮微粒,普通,1.2,0.29,52.0,62.0,43.0,24.0,7.0,8.3,0.7,0.3,147,2025-04-07 02:00,,0.2,23.2,48,1.0,120.89869286,24.69690679,25,低,低,中,高,低,中,低,低,低,弱
新竹,新竹市,90,臭氧八小時,普通,1.6,0.28,63.0,67.0,47.0,25.0,5.0,6.2,0.4,0.8,59,2025-04-07 02:00,,0.2,24.7,48,1.0,120.97236752,24.8056356,24,低,低,中,高,低,中,低,低,低,弱
竹東,新竹縣,67,細懸浮微粒,普通,0.6,0.25,50.0,51.0,39.0,21.0,3.0,3.8,0.7,0.8,121,2025-04-07 02:00,,0.2,18.2,36,0.0,121.08895493,24.74091408,23,低,低,中,中,低,中,低,低,低,弱
湖口,新竹縣,100,臭氧八小時,普通,1.1,0.26,70.0,70.0,57.0,25.0,4.0,4.6,0.3,5.1,67,2025-04-07 02:00,,0.2,23.5,56,1.0,121.03886894,24.90009696,22,低,低,中,高,低,中,低,低,低,中
龍潭,桃園市,84,細懸浮微粒,普通,1.4,0.25,62.0,65.0,56.0,25.0,6.0,6.3,0.2,2.7,47,2025-04-07 02:00,,0.2,24.6,56,1.0,121.21645772,24.86400048,21,低,低,中,高,低,中,低,低,低,弱
平鎮,桃園市,93,臭氧八小時,普通,1.1,0.26,72.0,68.0,60.0,24.0,5.0,6.1,1.0,2.7,92,2025-04-07 02:00,,0.3,23.7,56,1.0,121.203986,24.952786,20,低,低,中,高,低,中,低,低,低,弱
觀音,桃園市,90,細懸浮微粒,普通,1.8,0.25,70.0,59.0,60.0,28.0,6.0,7.6,0.8,5.4,90,2025-04-07 02:00,,0.2,26.6,53,1.0,121.08283092,25.03556747,19,低,低,中,中,低,中,低,低,低,中
大園,桃園市,83,細懸浮微粒,普通,2.2,0.29,69.0,53.0,60.0,28.0,8.0,8.7,0.3,5.6,92,2025-04-07 02:00,,0.3,24.1,57,1.0,121.20251473,25.06100357,18,低,低,中,中,低,中,低,低,低,中
桃園,桃園市,85,細懸浮微粒,普通,2.0,0.3,69.0,58.0,63.0,24.0,6.0,6.7,0.1,3.0,52,2025-04-07 02:00,,0.3,25.1,52,1.0,121.30500531,24.9947107,17,低,低,中,中,低,中,低,低,低,弱
松山,臺北市,98,細懸浮微粒,普通,1.3,0.37,35.0,30.0,53.0,31.0,11.0,11.9,0.3,0.7,27,2025-04-07 02:00,,0.4,29.5,48,1.0,121.578611,25.05,15,低,低,低,低,低,中,低,低,低,弱
古亭,臺北市,86,細懸浮微粒,普通,1.3,0.26,70.0,59.0,59.0,29.0,3.0,5.1,1.2,3.1,56,2025-04-07 02:00,,0.2,25.4,54,1.0,121.529556,25.020608,14,低,低,中,中,低,中,低,低,低,弱
萬華,臺北市,87,細懸浮微粒,普通,0.9,0.38,55.0,39.0,58.0,23.0,10.0,11.2,0.7,1.2,77,2025-04-07 02:00,,0.5,25.7,53,0.0,121.507972,25.046503,13,低,低,中,中,低,中,低,低,低,弱
中山,臺北市,86,細懸浮微粒,普通,0.9,0.33,53.0,31.0,54.0,26.0,10.0,11.0,0.5,2.2,73,2025-04-07 02:00,,0.5,25.3,56,0.0,121.526528,25.062361,12,低,低,中,低,低,中,低,低,低,弱
士林,臺北市,88,細懸浮微粒,普通,1.1,0.27,73.0,64.0,63.0,25.0,3.0,4.3,0.4,2.3,169,2025-04-07 02:00,,0.3,25.9,54,0.0,121.51666356,25.10334003,11,低,低,高,高,低,中,低,低,低,弱
淡水,新北市,88,細懸浮微粒,普通,0.8,0.28,72.0,56.0,65.0,27.0,2.0,3.7,1.0,4.6,150,2025-04-07 02:00,,0.3,25.9,58,0.0,121.449239,25.1645,10,低,低,中,中,低,中,低,低,低,中
林口,新北市,82,細懸浮微粒,普通,1.5,0.29,69.0,54.0,59.0,25.0,6.0,6.6,0.5,4.1,88,2025-04-07 02:00,,0.3,24.0,52,0.0,121.36548982,25.07798949,9,低,低,中,中,低,中,低,低,低,中
菜寮,新北市,90,細懸浮微粒,普通,0.8,0.35,61.0,39.0,63.0,29.0,8.0,9.9,1.4,2.4,103,2025-04-07 02:00,,0.5,26.7,53,0.0,121.481028,25.06895,8,低,低,中,中,低,中,低,低,低,弱
新莊,新北市,85,細懸浮微粒,普通,0.5,0.32,59.0,37.0,58.0,23.0,8.0,9.2,0.7,2.9,67,2025-04-07 02:00,,0.5,25.0,52,0.0,121.4325,25.037972,7,低,低,中,中,低,中,低,低,低,弱
板橋,新北市,83,細懸浮微粒,普通,1.1,0.32,69.0,46.0,58.0,27.0,5.0,6.5,0.5,1.6,76,2025-04-07 02:00,,0.4,24.3,48,0.0,121.458667,25.012972,6,低,低,中,中,低,中,低,低,低,弱
土城,新北市,81,細懸浮微粒,普通,0.7,0.33,55.0,54.0,50.0,27.0,8.0,9.3,1.1,0.8,146,2025-04-07 02:00,,0.3,23.4,48,1.0,121.451861,24.982528,5,低,低,中,中,低,中,低,低,低,弱
新店,新北市,77,細懸浮微粒,普通,0.8,0.29,56.0,45.0,55.0,26.0,7.0,7.7,0.1,1.4,56,2025-04-07 02:00,,0.3,22.0,46,0.0,121.537778,24.977222,4,低,低,中,中,低,中,低,低,低,弱
萬里,新北市,78,細懸浮微粒,普通,0.5,0.27,45.0,37.0,49.0,25.0,2.0,2.6,0.5,3.9,212,2025-04-07 02:00,,0.2,22.5,52,0.0,121.689881,25.179667,3,低,低,中,中,低,中,低,低,低,中
汐止,新北市,81,細懸浮微粒,普通,0.7,0.35,12.0,13.0,42.0,25.0,15.0,16.6,0.8,0.9,75,2025-04-07 02:00,,0.4,23.4,41,0.0,121.64081,25.06624,2,低,低,低,低,低,中,低,低,低,弱
基隆,基隆市,75,細懸浮微粒,普通,1.0,0.45,15.0,16.0,39.0,20.0,10.0,11.6,0.9,0.2,332,2025-04-07 02:00,,0.5,21.3,38,0.0,121.760056,25.129167,1,低,低,低,低,低,中,低,低,低,弱
屏東(枋山),屏東縣,71,臭氧八小時,普通,0.1,0.2,64.0,61.0,18.0,6.0,1.0,1.6,0.2,6.2,84,2025-04-07 01:00,,0.2,5.4,13,0.0,120.651472,22.260899,313,低,低,中,高,低,低,低,低,低,中
臺南（南化）,臺南市,60,細懸浮微粒,普通,0.2,0.28,28.0,37.0,29.0,18.0,3.0,3.6,0.0,1.9,256,2025-04-07 01:00,,0.2,15.9,23,0.0,120.44583156,23.04562013,312,低,低,低,中,低,低,低,低,低,弱
新北（樹林）,新北市,84,細懸浮微粒,普通,0.5,0.33,36.0,35.0,56.0,24.0,9.0,9.5,0.5,0.0,154,2025-04-07 01:00,,0.3,24.4,52,0.0,121.38352778,24.94902778,311,低,低,低,中,低,中,低,低,低,弱
台中市（和平區消防隊）,臺中市,32,,良好,0.1,0.33,9.0,17.0,15.0,11.0,3.0,3.8,0.5,0.2,43,2025-04-07 01:00,,0.3,8.0,14,0.0,120.883858,24.174592,310,低,低,低,低,低,低,低,低,低,弱
屏東（琉球）,屏東縣,58,臭氧八小時,普通,2.0,0.28,51.0,57.0,31.0,19.0,6.0,6.7,0.3,2.7,7,2025-04-07 01:00,,0.2,13.0,24,3.0,120.37722,22.35222,204,低,低,中,中,低,低,低,低,低,弱
臺南（麻豆）,臺南市,74,細懸浮微粒,普通,1.5,0.36,27.0,45.0,51.0,25.0,11.0,13.0,1.0,0.4,119,2025-04-07 01:00,,0.2,21.0,48,1.0,120.24583056,23.17904722,203,低,低,低,中,低,中,低,低,低,弱
高雄（湖內）,高雄市,74,細懸浮微粒,普通,1.8,0.39,26.0,40.0,58.0,28.0,15.0,16.9,1.1,0.5,352,2025-04-07 01:00,,0.3,20.9,51,1.0,120.24535,22.87985556,202,低,低,低,中,低,中,低,低,低,弱
宜蘭（頭城）,宜蘭縣,76,細懸浮微粒,普通,0.6,0.27,37.0,39.0,47.0,18.0,5.0,6.3,0.4,0.5,251,2025-04-07 01:00,,0.3,21.8,51,0.0,121.82463916,24.85366672,201,低,低,中,中,低,低,低,低,低,弱
員林,彰化縣,71,細懸浮微粒,普通,1.3,0.42,28.0,39.0,52.0,27.0,12.0,13.8,0.9,0.6,309,2025-04-07 01:00,,0.3,19.9,35,1.0,120.5631893,23.9615945,139,低,低,低,中,低,中,低,低,低,弱
大城,彰化縣,85,細懸浮微粒,普通,2.5,0.46,36.0,58.0,67.0,37.0,11.0,12.1,1.1,0.2,136,2025-04-07 01:00,,0.2,25.1,56,1.0,120.26964167,23.85493056,85,低,低,低,中,低,中,低,低,低,弱
富貴角,新北市,101,臭氧八小時,對敏感族群不健康,0.6,0.24,78.0,71.0,68.0,25.0,2.0,1.9,0.0,6.9,97,2025-04-07 01:00,,0.2,22.0,53,0.0,121.53656894,25.29681695,84,低,低,高,高,低,中,低,低,低,中
