sitename,county,aqi,pollutant,status,so2,co,o3,o3_8hr,pm10,pm2.5,no2,nox,no,windspeed,winddirec,datacreationdate,unit,co_8hr,pm2.5_avg,pm10_avg,so2_avg,longitude,latitude,siteid,so2_level,co_level,o3_level,o3_8hr_level,pm10_level,pm2.5_level,no2_level,nox_level,no_level,windspeed_level
潮州,屏東縣,72,細懸浮微粒,普通,0.9,0.29,26.0,46.0,26.0,17.0,10.0,11.0,0.2,1.4,339.0,2025-03-30 22:00,,0.2,20.0,37.0,1.0,120.561175,22.523108,60,低,低,低,中,低,低,低,低,低,弱
屏東,屏東縣,57,細懸浮微粒,普通,1.2,0.29,28.0,41.0,21.0,12.0,10.0,11.1,0.5,1.2,318.0,2025-03-30 22:00,,0.3,14.7,28.0,1.0,120.488033,22.673081,59,低,低,低,中,低,低,低,低,低,弱
小港,高雄市,70,細懸浮微粒,普通,0.4,0.34,24.0,37.0,24.0,21.0,15.0,16.5,1.5,2.0,334.0,2025-03-30 22:00,,0.3,19.4,27.0,1.0,120.337736,22.565833,58,低,低,低,中,低,低,低,低,低,弱
前鎮,高雄市,61,細懸浮微粒,普通,0.8,0.38,25.0,36.0,27.0,16.0,14.0,15.6,1.2,3.0,11.0,2025-03-30 22:00,,0.3,16.0,32.0,1.0,120.30833356,22.6044507,57,低,低,低,中,低,低,低,低,低,弱
前金,高雄市,56,細懸浮微粒,普通,1.1,0.29,26.0,37.0,18.0,12.0,12.0,12.9,0.4,4.6,353.0,2025-03-30 22:00,,0.3,14.3,31.0,1.0,120.28676111,22.63390278,56,低,低,低,中,低,低,低,低,低,弱
左營,高雄市,55,細懸浮微粒,普通,0.9,0.31,27.0,37.0,20.0,12.0,9.0,10.5,0.6,2.3,330.0,2025-03-30 22:00,,0.3,13.8,29.0,1.0,120.292917,22.674861,54,低,低,低,中,低,低,低,低,低,弱
楠梓,高雄市,56,細懸浮微粒,普通,0.8,0.25,27.0,37.0,22.0,13.0,10.0,10.8,0.3,2.0,326.0,2025-03-30 22:00,,0.2,14.4,27.0,1.0,120.328289,22.733667,53,低,低,低,中,低,低,低,低,低,弱
林園,高雄市,72,細懸浮微粒,普通,1.8,0.36,20.0,36.0,36.0,16.0,17.0,18.1,0.3,2.7,11.0,2025-03-30 22:00,,0.3,20.3,43.0,2.0,120.41175,22.4795,52,低,低,低,中,低,低,低,低,低,弱
大寮,高雄市,67,細懸浮微粒,普通,0.8,0.28,25.0,38.0,23.0,19.0,12.0,12.9,0.7,2.7,357.0,2025-03-30 22:00,,0.3,18.3,32.0,2.0,120.425311,22.56413611,51,低,低,低,中,低,低,低,低,低,弱
鳳山,高雄市,64,細懸浮微粒,普通,1.4,0.36,24.0,35.0,21.0,17.0,12.0,14.4,1.5,1.3,261.0,2025-03-30 22:00,,0.4,17.4,28.0,1.0,120.357422,22.628126,50,低,低,低,中,低,低,低,低,低,弱
仁武,高雄市,55,細懸浮微粒,普通,1.0,0.28,27.0,37.0,17.0,17.0,11.0,11.9,0.2,2.9,339.0,2025-03-30 22:00,,0.3,13.9,26.0,1.0,120.332631,22.689056,49,低,低,低,中,低,低,低,低,低,弱
橋頭,高雄市,55,細懸浮微粒,普通,1.0,0.25,29.0,37.0,15.0,12.0,9.0,9.8,0.6,3.2,6.0,2025-03-30 22:00,,0.2,14.1,27.0,1.0,120.305689,22.757506,48,低,低,低,中,低,低,低,低,低,弱
美濃,高雄市,54,細懸浮微粒,普通,1.1,0.27,28.0,39.0,11.0,13.0,7.0,7.7,0.2,1.0,201.0,2025-03-30 22:00,,0.2,13.7,22.0,1.0,120.530542,22.883583,47,低,低,低,中,低,低,低,低,低,弱
臺南,臺南市,41,,良好,1.0,0.23,31.0,38.0,12.0,11.0,9.0,10.3,0.9,3.4,3.0,2025-03-30 22:00,,0.2,10.1,16.0,1.0,120.21947897,22.98928311,46,低,低,低,中,低,低,低,低,低,弱
安南,臺南市,37,,良好,0.6,0.24,33.0,40.0,12.0,10.0,7.0,8.8,1.2,3.7,326.0,2025-03-30 22:00,,0.2,8.8,20.0,0.0,120.2175,23.048197,45,低,低,低,中,低,低,低,低,低,弱
善化,臺南市,44,,良好,0.9,0.19,31.0,36.0,12.0,9.0,7.0,9.1,1.6,5.0,7.0,2025-03-30 22:00,,0.2,10.8,15.0,1.0,120.29740529,23.11337642,44,低,低,低,中,低,低,低,低,低,弱
新營,臺南市,35,,良好,1.5,0.21,35.0,38.0,9.0,7.0,7.0,8.1,0.6,2.9,10.0,2025-03-30 22:00,,0.2,7.9,13.0,1.0,120.31725,23.305633,43,低,低,低,中,低,低,低,低,低,弱
嘉義,嘉義市,37,,良好,1.3,0.24,32.0,33.0,7.0,7.0,7.0,7.6,0.1,2.6,22.0,2025-03-30 22:00,,0.2,9.2,11.0,1.0,120.44125148,23.46477865,42,低,低,低,中,低,低,低,低,低,弱
臺西,雲林縣,39,,良好,2.1,0.22,38.0,42.0,16.0,4.0,7.0,7.4,0.3,7.2,28.0,2025-03-30 22:00,,0.2,4.7,18.0,1.0,120.19933333,23.702175,41,低,低,低,中,低,低,低,低,低,中
朴子,嘉義縣,37,,良好,0.5,0.12,40.0,40.0,9.0,7.0,4.0,4.6,0.0,2.5,356.0,2025-03-30 22:00,,0.1,5.1,14.0,0.0,120.2478,23.46538,40,低,低,低,中,低,低,低,低,低,弱
新港,嘉義縣,37,,良好,1.4,0.17,39.0,40.0,9.0,3.0,5.0,5.7,0.4,4.5,20.0,2025-03-30 22:00,,0.1,5.5,12.0,1.0,120.345531,23.554839,39,低,低,低,中,低,低,低,低,低,弱
崙背,雲林縣,37,,良好,0.7,0.2,40.0,40.0,13.0,9.0,3.0,4.3,0.4,2.2,17.0,2025-03-30 22:00,,0.1,7.8,13.0,0.0,120.348742,23.757547,38,低,低,低,中,低,低,低,低,低,弱
斗六,雲林縣,41,,良好,0.7,0.21,33.0,35.0,11.0,9.0,4.0,5.5,0.7,2.0,356.0,2025-03-30 22:00,,0.2,10.2,12.0,0.0,120.544994,23.711853,37,低,低,低,中,低,低,低,低,低,弱
南投,南投縣,33,,良好,1.5,0.23,31.0,31.0,12.0,10.0,8.0,9.2,0.4,1.2,337.0,2025-03-30 22:00,,0.2,8.2,11.0,1.0,120.685306,23.913,36,低,低,低,低,低,低,低,低,低,弱
二林,彰化縣,41,,良好,2.2,0.2,44.0,44.0,15.0,4.0,3.0,4.1,0.3,4.8,31.0,2025-03-30 22:00,,0.1,4.8,18.0,1.0,120.409653,23.925175,35,低,低,中,中,低,低,低,低,低,弱
線西,彰化縣,42,,良好,1.7,0.18,44.0,45.0,0.0,4.0,6.0,7.0,0.3,7.9,41.0,2025-03-30 22:00,,0.1,3.1,5.0,1.0,120.469061,24.131672,34,低,低,中,中,低,低,低,低,低,中
彰化,彰化縣,32,,良好,0.9,0.21,35.0,35.0,4.0,3.0,7.0,7.7,0.7,2.3,30.0,2025-03-30 22:00,,0.2,4.2,6.0,0.0,120.541519,24.066,33,低,低,低,中,低,低,低,低,低,弱
西屯,臺中市,38,,良好,1.0,0.2,42.0,41.0,5.0,2.0,5.0,6.2,1.2,3.6,358.0,2025-03-30 22:00,,0.2,4.4,5.0,0.0,120.616917,24.162197,32,低,低,低,中,低,低,低,低,低,弱
忠明,臺中市,31,,良好,1.2,0.25,32.0,33.0,4.0,3.0,8.0,9.9,1.3,1.9,351.0,2025-03-30 22:00,,0.2,5.0,8.0,1.0,120.641092,24.151958,31,低,低,低,中,低,低,低,低,低,弱
大里,臺中市,29,,良好,1.2,0.24,30.0,31.0,2.0,7.0,10.0,10.4,0.0,1.6,11.0,2025-03-30 22:00,,0.2,6.5,4.0,1.0,120.67844444,24.09961111,30,低,低,低,低,低,低,低,低,低,弱
沙鹿,臺中市,40,,良好,0.0,0.19,44.0,43.0,2.0,7.0,4.0,4.9,0.3,3.3,38.0,2025-03-30 22:00,,0.1,6.1,8.0,0.0,120.568794,24.225628,29,低,低,中,中,低,低,低,低,低,弱
豐原,臺中市,34,,良好,0.3,0.2,38.0,37.0,6.0,1.0,3.0,3.6,0.6,1.9,11.0,2025-03-30 22:00,,0.2,2.2,3.0,0.0,120.74252414,24.25699731,28,低,低,低,中,低,低,低,低,低,弱
三義,苗栗縣,38,,良好,0.9,0.2,42.0,41.0,1.0,4.0,3.0,3.7,0.2,5.1,15.0,2025-03-30 22:00,,0.2,2.6,1.0,0.0,120.75956754,24.38248443,27,低,低,低,中,低,低,低,低,低,弱
苗栗,苗栗縣,40,,良好,1.9,0.17,44.0,43.0,5.0,1.0,4.0,5.2,0.5,3.6,22.0,2025-03-30 22:00,,0.1,3.2,5.0,1.0,120.82011468,24.56499183,26,低,低,中,中,低,低,低,低,低,弱
頭份,苗栗縣,43,,良好,1.6,0.2,46.0,46.0,3.0,2.0,5.0,6.2,1.0,0.3,42.0,2025-03-30 22:00,,0.1,3.8,3.0,1.0,120.89869286,24.69690679,25,低,低,中,中,低,低,低,低,低,弱
新竹,新竹市,43,,良好,2.2,0.2,47.0,46.0,0.0,4.0,4.0,5.0,0.4,2.8,49.0,2025-03-30 22:00,,0.2,4.9,3.0,1.0,120.97236752,24.8056356,24,低,低,中,中,低,低,低,低,低,弱
竹東,新竹縣,43,,良好,0.4,0.17,46.0,46.0,1.0,2.0,3.0,4.1,0.5,2.4,53.0,2025-03-30 22:00,,0.1,1.1,2.0,0.0,121.08895493,24.74091408,23,低,低,中,中,低,低,低,低,低,弱
湖口,新竹縣,43,,良好,0.9,0.18,48.0,46.0,5.0,2.0,3.0,3.9,0.7,6.4,43.0,2025-03-30 22:00,,0.1,4.0,6.0,1.0,121.03886894,24.90009696,22,低,低,中,中,低,低,低,低,低,中
龍潭,桃園市,40,,良好,1.1,0.17,45.0,43.0,3.0,3.0,5.0,5.5,0.1,7.0,45.0,2025-03-30 22:00,,0.1,1.9,5.0,1.0,121.21645772,24.86400048,21,低,低,中,中,低,低,低,低,低,中
平鎮,桃園市,40,,良好,0.7,0.24,39.0,43.0,7.0,5.0,11.0,12.9,1.1,2.4,65.0,2025-03-30 22:00,,0.2,5.0,6.0,0.0,121.203986,24.952786,20,低,低,低,中,低,低,低,低,低,弱
觀音,桃園市,44,,良好,2.6,0.15,46.0,47.0,9.0,3.0,3.0,3.5,0.0,6.7,85.0,2025-03-30 22:00,,0.1,8.0,7.0,0.0,121.08283092,25.03556747,19,低,低,中,中,低,低,低,低,低,中
大園,桃園市,42,,良好,1.8,0.19,42.0,45.0,4.0,0.0,9.0,11.3,1.3,5.6,61.0,2025-03-30 22:00,,0.1,3.4,6.0,2.0,121.20251473,25.06100357,18,低,低,低,中,低,低,低,低,低,中
桃園,桃園市,38,,良好,1.1,0.28,37.0,41.0,3.0,3.0,10.0,11.4,0.6,2.0,36.0,2025-03-30 22:00,,0.2,2.2,3.0,1.0,121.30500531,24.9947107,17,低,低,低,中,低,低,低,低,低,弱
松山,臺北市,38,,良好,1.6,0.21,38.0,41.0,1.0,7.0,10.0,11.3,1.1,1.3,26.0,2025-03-30 22:00,,0.1,6.2,2.0,1.0,121.578611,25.05,15,低,低,低,中,低,低,低,低,低,弱
古亭,臺北市,39,,良好,0.7,0.2,42.0,42.0,4.0,3.0,8.0,8.8,0.7,2.1,55.0,2025-03-30 22:00,,0.2,3.2,3.0,0.0,121.529556,25.020608,14,低,低,低,中,低,低,低,低,低,弱
萬華,臺北市,34,,良好,0.7,0.25,37.0,37.0,4.0,2.0,12.0,13.3,1.0,2.6,95.0,2025-03-30 22:00,,0.2,2.7,6.0,0.0,121.507972,25.046503,13,低,低,低,中,低,低,低,低,低,弱
中山,臺北市,31,,良好,0.8,0.3,38.0,34.0,4.0,3.0,12.0,13.2,0.9,2.3,71.0,2025-03-30 22:00,,0.3,3.8,5.0,0.0,121.526528,25.062361,12,低,低,低,中,低,低,低,低,低,弱
士林,臺北市,43,,良好,0.5,0.19,44.0,46.0,6.0,3.0,5.0,6.6,0.7,1.5,162.0,2025-03-30 22:00,,0.1,2.0,2.0,0.0,121.51666356,25.10334003,11,低,低,中,中,低,低,低,低,低,弱
淡水,新北市,44,,良好,0.6,0.18,45.0,47.0,4.0,3.0,2.0,2.8,0.6,2.0,40.0,2025-03-30 22:00,,0.1,3.6,7.0,0.0,121.449239,25.1645,10,低,低,中,中,低,低,低,低,低,弱
林口,新北市,43,,良好,0.6,0.18,45.0,46.0,1.0,6.0,4.0,4.9,0.8,2.2,47.0,2025-03-30 22:00,,0.1,4.1,0.0,0.0,121.36548982,25.07798949,9,低,低,中,中,低,低,低,低,低,弱
菜寮,新北市,38,,良好,0.6,0.26,40.0,41.0,4.0,7.0,10.0,11.4,0.7,2.8,106.0,2025-03-30 22:00,,0.2,5.6,5.0,0.0,121.481028,25.06895,8,低,低,低,中,低,低,低,低,低,弱
新莊,新北市,36,,良好,0.2,0.22,39.0,39.0,0.0,4.0,9.0,10.3,0.9,3.0,93.0,2025-03-30 22:00,,0.2,4.3,1.0,0.0,121.4325,25.037972,7,低,低,低,中,低,低,低,低,低,弱
板橋,新北市,36,,良好,0.8,0.25,42.0,39.0,2.0,0.0,10.0,11.5,1.2,2.5,103.0,2025-03-30 22:00,,0.2,1.1,2.0,0.0,121.458667,25.012972,6,低,低,低,中,低,低,低,低,低,弱
土城,新北市,40,,良好,0.6,0.26,42.0,43.0,5.0,1.0,9.0,10.7,0.8,1.3,314.0,2025-03-30 22:00,,0.2,4.0,6.0,0.0,121.451861,24.982528,5,低,低,低,中,低,低,低,低,低,弱
新店,新北市,39,,良好,0.4,0.26,37.0,42.0,4.0,4.0,11.0,12.3,0.6,0.8,54.0,2025-03-30 22:00,,0.2,3.3,3.0,0.0,121.537778,24.977222,4,低,低,低,中,低,低,低,低,低,弱
萬里,新北市,50,,良好,0.9,0.17,50.0,51.0,35.0,7.0,1.0,2.2,0.5,8.6,40.0,2025-03-30 22:00,,0.1,4.8,30.0,0.0,121.689881,25.179667,3,低,低,中,中,低,低,低,低,低,中
汐止,新北市,42,,良好,0.9,0.18,42.0,45.0,3.0,6.0,6.0,7.2,1.1,0.8,59.0,2025-03-30 22:00,,0.1,4.1,4.0,1.0,121.64081,25.06624,2,低,低,低,中,低,低,低,低,低,弱
基隆,基隆市,46,,良好,1.1,0.18,49.0,50.0,6.0,0.0,2.0,3.9,1.3,1.6,87.0,2025-03-30 22:00,,0.1,1.9,7.0,1.0,121.760056,25.129167,1,低,低,中,中,低,低,低,低,低,弱
屏東(枋山),屏東縣,67,臭氧八小時,普通,0.3,0.16,49.0,60.0,9.0,1.0,2.0,2.5,0.1,0.9,308.0,2025-03-30 21:00,,0.1,7.6,24.0,0.0,120.651472,22.260899,313,低,低,中,中,低,低,低,低,低,弱
臺南（南化）,臺南市,49,,良好,0.3,0.21,30.0,39.0,15.0,14.0,6.0,6.2,0.2,1.8,349.0,2025-03-30 21:00,,0.2,12.2,16.0,0.0,120.44583156,23.04562013,312,低,低,低,中,低,低,低,低,低,弱
新北（樹林）,新北市,39,,良好,0.1,0.22,43.0,42.0,3.0,3.0,9.0,10.6,1.5,0.1,158.0,2025-03-30 21:00,,0.2,1.3,3.0,0.0,121.38352778,24.94902778,311,低,低,低,中,低,低,低,低,低,弱
台中市（和平區消防隊）,臺中市,23,,良好,0.2,0.25,27.0,25.0,5.0,2.0,5.0,8.2,2.5,0.7,93.0,2025-03-30 21:00,,0.2,1.1,4.0,0.0,120.883858,24.174592,310,低,低,低,低,低,低,低,低,低,弱
屏東（琉球）,屏東縣,60,細懸浮微粒,普通,1.4,0.27,35.0,50.0,27.0,16.0,8.0,8.9,0.4,3.8,327.0,2025-03-30 21:00,,0.2,15.8,30.0,2.0,120.37722,22.35222,204,低,低,低,中,低,低,低,低,低,弱
臺南（麻豆）,臺南市,36,,良好,0.9,0.19,34.0,39.0,12.0,9.0,7.0,8.0,1.0,3.5,3.0,2025-03-30 21:00,,0.2,8.0,16.0,0.0,120.24583056,23.17904722,203,低,低,低,中,低,低,低,低,低,弱
高雄（湖內）,高雄市,45,,良好,1.6,0.25,27.0,37.0,17.0,8.0,12.0,13.0,0.7,1.2,321.0,2025-03-30 21:00,,0.2,11.2,23.0,1.0,120.24535,22.87985556,202,低,低,低,中,低,低,低,低,低,弱
宜蘭（頭城）,宜蘭縣,41,,良好,0.7,0.17,42.0,44.0,7.0,0.0,3.0,3.3,0.2,0.7,260.0,2025-03-30 21:00,,0.1,2.8,10.0,0.0,121.82463916,24.85366672,201,低,低,低,中,低,低,低,低,低,弱
員林,彰化縣,35,,良好,0.9,0.21,38.0,38.0,10.0,5.0,6.0,7.1,1.0,2.8,29.0,2025-03-30 21:00,,0.2,6.0,9.0,1.0,120.5631893,23.9615945,139,低,低,低,中,低,低,低,低,低,弱
大城,彰化縣,42,,良好,1.1,0.17,43.0,45.0,11.0,6.0,5.0,6.7,1.4,3.1,51.0,2025-03-30 21:00,,0.1,6.6,12.0,1.0,120.26964167,23.85493056,85,低,低,低,中,低,低,低,低,低,弱
富貴角,新北市,50,,良好,0.3,0.1,54.0,54.0,21.0,5.0,0.0,0.7,0.0,11.7,44.0,2025-03-30 21:00,,0.1,5.3,19.0,0.0,121.53656894,25.29681695,84,低,低,中,中,低,低,低,低,低,強
麥寮,雲林縣,38,,良好,2.5,0.3,38.0,41.0,11.0,4.0,6.0,8.1,1.2,6.3,3.0,2025-03-30 21:00,,0.3,5.3,12.0,1.0,120.251825,23.753506,83,低,低,低,中,低,低,低,低,低,中
關山,臺東縣,44,,良好,0.5,0.19,47.0,47.0,18.0,3.0,2.0,3.0,0.8,3.1,22.0,2025-03-30 21:00,,0.1,3.9,15.0,0.0,121.161933,23.045083,80,低,低,中,中,低,低,低,低,低,弱
馬公,澎湖縣,47,,良好,0.9,0.16,50.0,51.0,17.0,3.0,1.0,2.4,0.5,8.2,31.0,2025-03-30 21:00,,0.1,6.2,15.0,0.0,119.566158,23.569031,78,低,低,中,中,低,低,低,低,低,中
金門,金門縣,35,,良好,0.9,0.26,39.0,38.0,8.0,4.0,5.0,6.1,0.4,3.1,29.0,2025-03-30 21:00,,0.2,4.7,8.0,0.0,118.312256,24.432133,77,低,低,低,中,低,低,低,低,低,弱
馬祖,連江縣,42,,良好,0.6,0.18,45.0,45.0,17.0,6.0,3.0,4.3,0.6,2.5,336.0,2025-03-30 21:00,,0.1,7.0,16.0,0.0,119.952724,26.153736,75,低,低,中,中,低,低,低,低,低,弱
埔里,南投縣,40,,良好,0.8,0.29,12.0,16.0,13.0,8.0,5.0,6.8,1.1,1.2,291.0,2025-03-30 21:00,,0.2,9.9,16.0,0.0,120.967903,23.968842,72,低,低,低,低,低,低,低,低,低,弱
復興,高雄市,60,細懸浮微粒,普通,1.4,0.33,25.0,39.0,19.0,15.0,15.0,17.4,1.8,1.7,212.0,2025-03-30 21:00,,0.3,15.7,30.0,1.0,120.312017,22.608711,71,低,低,低,中,低,低,低,低,低,弱
永和,新北市,39,,良好,0.7,0.25,42.0,42.0,0.0,7.0,7.0,8.7,0.9,1.6,96.0,2025-03-30 21:00,,0.2,6.1,3.0,0.0,121.516306,25.017,70,低,低,低,中,低,低,低,低,低,弱
竹山,南投縣,36,,良好,1.3,0.22,28.0,28.0,12.0,6.0,9.0,10.5,0.9,1.8,20.0,2025-03-30 21:00,,0.2,9.0,16.0,1.0,120.677306,23.756389,69,低,低,低,低,低,低,低,低,低,弱
中壢,桃園市,38,,良好,0.2,0.3,37.0,34.0,4.0,5.0,16.0,20.5,4.3,1.5,23.0,2025-03-30 21:00,,0.2,4.9,4.0,0.0,121.221667,24.953278,68,低,低,低,中,低,低,低,低,低,弱
冬山,宜蘭縣,43,,良好,0.5,0.15,45.0,46.0,0.0,7.0,2.0,2.2,0.1,1.7,271.0,2025-03-30 21:00,,0.1,3.4,1.0,0.0,121.792928,24.632203,66,低,低,中,中,低,低,低,低,低,弱
宜蘭,宜蘭縣,40,,良好,0.5,0.17,42.0,43.0,1.0,2.0,4.0,4.5,0.5,1.0,281.0,2025-03-30 21:00,,0.1,3.0,3.0,0.0,121.746394,24.747917,65,低,低,低,中,低,低,低,低,低,弱
花蓮,花蓮縣,44,,良好,1.1,0.25,45.0,47.0,5.0,3.0,3.0,4.6,0.8,2.3,72.0,2025-03-30 21:00,,0.2,1.3,8.0,0.0,121.599769,23.971306,63,低,低,中,中,低,低,低,低,低,弱
臺東,臺東縣,44,,良好,1.0,0.19,46.0,48.0,21.0,3.0,2.0,2.9,0.1,1.5,328.0,2025-03-30 21:00,,0.1,2.6,21.0,0.0,121.15045,22.755358,62,低,低,中,中,低,低,低,低,低,弱
恆春,屏東縣,49,,良好,1.0,0.17,53.0,53.0,9.0,1.0,1.0,1.5,0.3,11.2,36.0,2025-03-30 21:00,,0.1,1.9,15.0,0.0,120.788928,21.958069,61,低,低,中,中,低,低,低,低,低,強
潮州,屏東縣,72,細懸浮微粒,普通,1.3,0.3,27.0,51.0,37.0,23.0,11.0,11.8,0.0,1.5,309.0,2025-03-30 21:00,,0.2,20.2,39.0,1.0,120.561175,22.523108,60,低,低,低,中,低,中,低,低,低,弱
屏東,屏東縣,58,細懸浮微粒,普通,1.2,0.3,29.0,46.0,24.0,15.0,10.0,11.0,0.7,1.6,321.0,2025-03-30 21:00,,0.3,14.9,30.0,1.0,120.488033,22.673081,59,低,低,低,中,低,低,低,低,低,弱
小港,高雄市,68,細懸浮微粒,普通,1.0,0.37,24.0,41.0,25.0,18.0,15.0,17.2,1.5,2.3,333.0,2025-03-30 21:00,,0.3,18.8,27.0,1.0,120.337736,22.565833,58,低,低,低,中,低,低,低,低,低,弱
前鎮,高雄市,61,細懸浮微粒,普通,0.9,0.37,24.0,40.0,31.0,17.0,16.0,17.5,1.3,3.7,17.0,2025-03-30 21:00,,0.3,16.2,34.0,1.0,120.30833356,22.6044507,57,低,低,低,中,低,低,低,低,低,弱
前金,高雄市,56,細懸浮微粒,普通,1.6,0.31,25.0,40.0,34.0,21.0,14.0,14.6,0.3,5.1,353.0,2025-03-30 21:00,,0.3,14.5,34.0,1.0,120.28676111,22.63390278,56,低,低,低,中,低,低,低,低,低,弱
左營,高雄市,57,細懸浮微粒,普通,1.2,0.3,26.0,40.0,24.0,15.0,12.0,13.7,0.7,4.5,5.0,2025-03-30 21:00,,0.3,14.7,31.0,1.0,120.292917,22.674861,54,低,低,低,中,低,低,低,低,低,弱
楠梓,高雄市,56,細懸浮微粒,普通,0.7,0.27,29.0,40.0,21.0,12.0,12.0,12.9,0.4,2.1,335.0,2025-03-30 21:00,,0.2,14.5,29.0,1.0,120.328289,22.733667,53,低,低,低,中,低,低,低,低,低,弱
林園,高雄市,71,細懸浮微粒,普通,3.0,0.4,18.0,41.0,48.0,28.0,23.0,24.3,0.5,3.3,20.0,2025-03-30 21:00,,0.3,19.8,43.0,2.0,120.41175,22.4795,52,低,低,低,中,低,中,低,低,低,弱
大寮,高雄市,66,細懸浮微粒,普通,1.0,0.33,24.0,44.0,32.0,17.0,14.0,15.4,0.9,3.5,1.0,2025-03-30 21:00,,0.3,18.0,33.0,2.0,120.425311,22.56413611,51,低,低,低,中,低,低,低,低,低,弱
鳳山,高雄市,64,細懸浮微粒,普通,1.3,0.43,23.0,39.0,24.0,20.0,15.0,17.2,1.9,1.3,253.0,2025-03-30 21:00,,0.4,17.3,30.0,1.0,120.357422,22.628126,50,低,低,低,中,低,低,低,低,低,弱
仁武,高雄市,56,細懸浮微粒,普通,1.3,0.32,26.0,41.0,21.0,12.0,14.0,15.1,0.3,3.7,342.0,2025-03-30 21:00,,0.3,14.2,28.0,1.0,120.332631,22.689056,49,低,低,低,中,低,低,低,低,低,弱
橋頭,高雄市,56,細懸浮微粒,普通,1.1,0.28,30.0,40.0,26.0,13.0,11.0,12.5,0.9,3.4,9.0,2025-03-30 21:00,,0.2,14.5,30.0,1.0,120.305689,22.757506,48,低,低,低,中,低,低,低,低,低,弱
美濃,高雄市,54,細懸浮微粒,普通,1.0,0.27,30.0,42.0,19.0,14.0,7.0,8.1,0.3,1.3,271.0,2025-03-30 21:00,,0.2,13.6,25.0,1.0,120.530542,22.883583,47,低,低,低,中,低,低,低,低,低,弱
臺南,臺南市,41,,良好,0.8,0.22,33.0,40.0,14.0,11.0,9.0,10.0,0.8,3.8,11.0,2025-03-30 21:00,,0.2,10.2,18.0,1.0,120.21947897,22.98928311,46,低,低,低,中,低,低,低,低,低,弱
安南,臺南市,38,,良好,0.5,0.23,34.0,41.0,12.0,14.0,7.0,8.0,0.6,3.2,341.0,2025-03-30 21:00,,0.2,8.6,23.0,0.0,120.2175,23.048197,45,低,低,低,中,低,低,低,低,低,弱
善化,臺南市,45,,良好,0.9,0.21,32.0,38.0,17.0,14.0,7.0,8.7,1.5,5.2,6.0,2025-03-30 21:00,,0.2,11.2,16.0,1.0,120.29740529,23.11337642,44,低,低,低,中,低,低,低,低,低,中
新營,臺南市,36,,良好,1.2,0.21,35.0,39.0,10.0,8.0,7.0,8.0,0.8,3.8,19.0,2025-03-30 21:00,,0.2,8.0,14.0,0.0,120.31725,23.305633,43,低,低,低,中,低,低,低,低,低,弱
嘉義,嘉義市,38,,良好,1.4,0.26,32.0,34.0,9.0,7.0,8.0,9.0,0.2,3.3,5.0,2025-03-30 21:00,,0.2,9.4,11.0,1.0,120.44125148,23.46477865,42,低,低,低,中,低,低,低,低,低,弱
臺西,雲林縣,40,,良好,1.8,0.19,41.0,43.0,16.0,4.0,4.0,5.3,0.5,8.2,27.0,2025-03-30 21:00,,0.2,4.7,17.0,1.0,120.19933333,23.702175,41,低,低,低,中,低,低,低,低,低,中
朴子,嘉義縣,39,,良好,0.3,0.13,38.0,42.0,10.0,4.0,6.0,6.0,0.0,1.9,352.0,2025-03-30 21:00,,0.1,4.4,15.0,0.0,120.2478,23.46538,40,低,低,低,中,低,低,低,低,低,弱
新港,嘉義縣,37,,良好,1.4,0.17,38.0,40.0,11.0,4.0,5.0,6.1,0.5,3.8,8.0,2025-03-30 21:00,,0.1,6.1,15.0,1.0,120.345531,23.554839,39,低,低,低,中,低,低,低,低,低,弱
崙背,雲林縣,37,,良好,0.8,0.19,39.0,40.0,11.0,8.0,4.0,4.9,0.5,2.0,358.0,2025-03-30 21:00,,0.2,7.5,12.0,0.0,120.348742,23.757547,38,低,低,低,中,低,低,低,低,低,弱
斗六,雲林縣,42,,良好,0.7,0.21,33.0,35.0,12.0,11.0,5.0,6.2,0.9,1.7,3.0,2025-03-30 21:00,,0.2,10.4,12.0,0.0,120.544994,23.711853,37,低,低,低,中,低,低,低,低,低,弱
南投,南投縣,31,,良好,1.5,0.23,31.0,31.0,11.0,6.0,9.0,9.8,0.4,1.4,345.0,2025-03-30 21:00,,0.2,7.7,11.0,1.0,120.685306,23.913,36,低,低,低,低,低,低,低,低,低,弱
二林,彰化縣,41,,良好,2.3,0.2,44.0,44.0,16.0,5.0,3.0,4.0,0.2,4.9,30.0,2025-03-30 21:00,,0.1,4.7,18.0,1.0,120.409653,23.925175,35,低,低,中,中,低,低,低,低,低,弱
線西,彰化縣,42,,良好,1.5,0.18,44.0,45.0,2.0,4.0,7.0,7.3,0.1,7.5,38.0,2025-03-30 21:00,,0.1,2.6,6.0,1.0,120.469061,24.131672,34,低,低,中,中,低,低,低,低,低,中
彰化,彰化縣,32,,良好,0.9,0.21,35.0,35.0,7.0,5.0,6.0,7.5,0.7,2.3,14.0,2025-03-30 21:00,,0.2,4.3,6.0,0.0,120.541519,24.066,33,低,低,低,中,低,低,低,低,低,弱
西屯,臺中市,37,,良好,0.9,0.2,42.0,40.0,6.0,2.0,4.0,6.0,1.1,3.9,9.0,2025-03-30 21:00,,0.2,4.8,6.0,0.0,120.616917,24.162197,32,低,低,低,中,低,低,低,低,低,弱
