sitename,county,aqi,pollutant,status,so2,co,o3,o3_8hr,pm10,pm2.5,no2,nox,no,windspeed,winddirec,datacreationdate,unit,co_8hr,pm2.5_avg,pm10_avg,so2_avg,longitude,latitude,siteid
麥寮,雲林縣,53,細懸浮微粒,普通,0.5,0.21,18,24,17,15,4,5.6,1.5,1.6,164,2025-03-27 21:00,,0.1,13.2,21,0,120.251825,23.753506,83
關山,臺東縣,99,懸浮微粒,普通,0.6,0.21,16,,24,13,8,9.5,1,0.9,320,2025-03-27 21:00,,0.2,12.5,74,0,121.161933,23.045083,80
馬公,澎湖縣,43,,良好,0.6,0.19,24,24,13,7,4,5,0.9,2.5,182,2025-03-27 21:00,,0.1,10.7,21,0,119.566158,23.569031,78
金門,金門縣,61,細懸浮微粒,普通,0.6,0.15,30,37,34,18,10,11.3,0.8,3,197,2025-03-27 21:00,,0.1,16.1,27,0,118.312256,24.432133,77
馬祖,連江縣,70,細懸浮微粒,普通,0.5,0.15,36,44,41,17,6,7.2,0.7,5.4,195,2025-03-27 21:00,,0.1,19.5,43,0,119.952724,26.153736,75
埔里,南投縣,78,懸浮微粒,普通,0.8,0.24,23,37,66,21,6,6.7,0.7,0.6,323,2025-03-27 21:00,,0.1,18,55,0,120.967903,23.968842,72
復興,高雄市,50,,良好,0.7,0.33,16,26,21,13,13,14.3,1.1,0.3,181,2025-03-27 21:00,,0.2,12.3,20,1,120.312017,22.608711,71
永和,新北市,82,細懸浮微粒,普通,0.9,0.49,13,28,32,19,17,21.9,4,1.3,288,2025-03-27 21:00,,0.8,24,46,0,121.516306,25.017,70
竹山,南投縣,55,細懸浮微粒,普通,0.7,0.15,20,35,23,13,4,5.3,1,0.7,250,2025-03-27 21:00,,0.1,13.9,29,0,120.677306,23.756389,69
中壢,桃園市,67,細懸浮微粒,普通,1.6,1.05,5,18,39,17,19,50,30.8,0.7,217,2025-03-27 21:00,,1,18.3,42,0,121.221667,24.953278,68
三重,新北市,83,細懸浮微粒,普通,1.8,1.05,0,9,39,21,31,99.5,68.4,-,-,2025-03-27 21:00,,0.6,24.2,50,1,121.493806,25.072611,67
冬山,宜蘭縣,59,細懸浮微粒,普通,0.4,0.2,25,44,25,15,3,3.9,0.7,1.5,293,2025-03-27 21:00,,0.3,15.4,35,0,121.792928,24.632203,66
宜蘭,宜蘭縣,57,細懸浮微粒,普通,0.7,0.25,20,34,27,14,4,5,0.6,0.4,231,2025-03-27 21:00,,0.2,14.8,26,0,121.746394,24.747917,65
陽明,臺北市,64,細懸浮微粒,普通,0.8,0.2,31,47,31,17,5,5.6,0.5,3.1,80,2025-03-27 21:00,,0.2,17.1,35,0,121.529583,25.182722,64
花蓮,花蓮縣,48,,良好,0,0.24,19,26,32,12,7,8.2,0.5,1.6,349,2025-03-27 21:00,,0.2,10.8,29,0,121.599769,23.971306,63
臺東,臺東縣,51,懸浮微粒,普通,0.4,0.19,24,25,22,14,3,4.9,1.8,3.1,213,2025-03-27 21:00,,0.2,11.8,31,0,121.15045,22.755358,62
恆春,屏東縣,41,,良好,1.4,0.14,30,31,21,11,0,1.5,0.9,3.1,301,2025-03-27 21:00,,0.1,10.2,14,1,120.788928,21.958069,61
潮州,屏東縣,52,細懸浮微粒,普通,1.5,0.29,13,26,29,15,15,15.4,0.2,0.4,336,2025-03-27 21:00,,0.2,13,28,0,120.561175,22.523108,60
屏東,屏東縣,60,懸浮微粒,普通,0.9,0.27,20,31,36,14,8,9.2,0.8,1.9,291,2025-03-27 21:00,,0.3,15.2,39,2,120.488033,22.673081,59
小港,高雄市,54,細懸浮微粒,普通,0.4,0.18,8,23,24,16,25,26.7,1.6,1.3,304,2025-03-27 21:00,,0.1,13.5,22,1,120.337736,22.565833,58
前鎮,高雄市,51,細懸浮微粒,普通,1.6,0.26,14,24,19,12,16,16.6,0.5,1,359,2025-03-27 21:00,,0.2,12.5,21,2,120.30833356,22.6044507,57
前金,高雄市,46,,良好,0.7,0.24,20,29,20,11,8,10.3,1.6,0.3,4,2025-03-27 21:00,,0.2,11.5,21,1,120.28676111,22.63390278,56
左營,高雄市,55,細懸浮微粒,普通,0.3,0.18,17,27,17,11,10,11.6,0.6,0.9,335,2025-03-27 21:00,,0.1,13.9,20,1,120.292917,22.674861,54
楠梓,高雄市,55,細懸浮微粒,普通,1,0.25,19,26,26,14,6,7.6,0.8,0.8,8,2025-03-27 21:00,,0.2,13.8,35,2,120.328289,22.733667,53
林園,高雄市,58,細懸浮微粒,普通,1.5,0.18,10,26,34,18,16,18,1.2,1.4,320,2025-03-27 21:00,,0.1,15.1,28,1,120.41175,22.4795,52
大寮,高雄市,62,細懸浮微粒,普通,1.1,0.38,9,22,31,20,16,17.9,1.4,1.4,2,2025-03-27 21:00,,0.2,16.7,32,1,120.425311,22.56413611,51
鳳山,高雄市,65,細懸浮微粒,普通,0.1,0.48,15,24,21,19,15,17.4,1.7,0.5,318,2025-03-27 21:00,,0.4,17.7,24,1,120.357422,22.628126,50
仁武,高雄市,53,細懸浮微粒,普通,0.6,0.19,23,32,24,9,10,11.6,1.3,0.9,333,2025-03-27 21:00,,0.1,13.1,23,1,120.332631,22.689056,49
橋頭,高雄市,45,,良好,0.2,0.28,19,28,25,10,6,7.5,0.5,0.9,29,2025-03-27 21:00,,0.2,11.1,21,0,120.305689,22.757506,48
美濃,高雄市,55,細懸浮微粒,普通,0.7,0.2,21,46,21,9,4,5.8,1,0.7,275,2025-03-27 21:00,,0.2,14,26,1,120.530542,22.883583,47
臺南,臺南市,52,細懸浮微粒,普通,0.2,0.26,13,22,18,9,12,13.2,1.1,1.2,271,2025-03-27 21:00,,0.2,12.7,22,0,120.21947897,22.98928311,46
安南,臺南市,43,,良好,1.1,0.25,19,26,17,9,4,5.7,0.9,1.2,239,2025-03-27 21:00,,0.2,10.7,24,1,120.2175,23.048197,45
善化,臺南市,56,細懸浮微粒,普通,0.2,0.19,15,24,13,11,8,9.5,0.9,0.3,114,2025-03-27 21:00,,0.1,14.5,22,0,120.29740529,23.11337642,44
新營,臺南市,54,細懸浮微粒,普通,0.4,0.26,14,25,26,17,7,9.1,1.3,1.3,166,2025-03-27 21:00,,0.2,13.6,25,1,120.31725,23.305633,43
嘉義,嘉義市,46,,良好,0.8,0.24,16,27,18,9,6,7.5,1,0.6,198,2025-03-27 21:00,,0.1,11.3,23,1,120.44125148,23.46477865,42
臺西,雲林縣,34,,良好,0.5,0.15,20,22,15,7,2,2.6,0,2.7,217,2025-03-27 21:00,,0.1,8.5,19,0,120.19933333,23.702175,41
朴子,嘉義縣,47,,良好,0.9,0.17,15,23,21,11,4,5.1,0.5,1.3,135,2025-03-27 21:00,,0.1,11.7,21,0,120.2478,23.46538,40
新港,嘉義縣,50,,良好,0.3,0.19,13,24,18,10,6,7.2,0.4,0.6,118,2025-03-27 21:00,,0.1,12.4,24,1,120.345531,23.554839,39
崙背,雲林縣,63,懸浮微粒,普通,1.3,0.17,14,21,15,15,3,4.1,0.1,0.6,143,2025-03-27 21:00,,0.2,14,42,1,120.348742,23.757547,38
斗六,雲林縣,54,細懸浮微粒,普通,0.8,0.23,15,29,18,10,5,7.2,1.3,1.2,195,2025-03-27 21:00,,0.2,13.5,25,1,120.544994,23.711853,37
南投,南投縣,58,細懸浮微粒,普通,1,0.16,18,34,19,11,4,4.8,0.6,2,190,2025-03-27 21:00,,0.1,15,32,1,120.685306,23.913,36
二林,彰化縣,50,,良好,1,0.17,18,28,22,10,2,2.5,0.5,1.8,152,2025-03-27 21:00,,0.1,12.3,30,1,120.409653,23.925175,35
線西,彰化縣,50,,良好,0.6,0.17,19,27,16,14,4,5,0.7,3.2,183,2025-03-27 21:00,,0.1,12.4,23,0,120.469061,24.131672,34
彰化,彰化縣,52,細懸浮微粒,普通,0.5,0.15,15,23,17,11,3,4.5,0.9,1.7,214,2025-03-27 21:00,,0.1,12.7,28,1,120.541519,24.066,33
西屯,臺中市,57,懸浮微粒,普通,1.1,0.19,13,27,26,11,6,7.1,0.3,2.4,197,2025-03-27 21:00,,0.1,13.4,36,1,120.616917,24.162197,32
忠明,臺中市,53,細懸浮微粒,普通,1,0.25,14,26,21,11,5,6.5,1.1,1.7,186,2025-03-27 21:00,,0.2,13.1,32,1,120.641092,24.151958,31
大里,臺中市,62,細懸浮微粒,普通,0.9,0.23,13,28,26,15,8,9.2,0.5,1.5,239,2025-03-27 21:00,,0.2,16.6,36,1,120.67844444,24.09961111,30
沙鹿,臺中市,54,細懸浮微粒,普通,2.3,0.23,13,27,25,12,7,9.3,1.6,2.4,180,2025-03-27 21:00,,0.2,13.5,31,2,120.568794,24.225628,29
豐原,臺中市,63,細懸浮微粒,普通,1.1,0.24,17,36,23,16,6,7.2,1.2,3.7,192,2025-03-27 21:00,,0.2,16.8,36,1,120.74252414,24.25699731,28
三義,苗栗縣,60,懸浮微粒,普通,1.3,0.2,14,36,21,11,8,8.8,0.4,5.3,193,2025-03-27 21:00,,0.2,13.9,39,1,120.75956754,24.38248443,27
苗栗,苗栗縣,52,細懸浮微粒,普通,1.2,0.19,14,28,21,9,6,8.3,1.7,4.2,206,2025-03-27 21:00,,0.1,12.7,28,1,120.82011468,24.56499183,26
頭份,苗栗縣,57,懸浮微粒,普通,1.6,0.2,15,27,24,9,7,9.1,1.3,5.4,245,2025-03-27 21:00,,0.2,13.8,36,1,120.89869286,24.69690679,25
新竹,新竹市,61,細懸浮微粒,普通,2.4,0.29,13,21,29,16,8,9.7,0.7,4.5,241,2025-03-27 21:00,,0.2,16.2,33,1,120.97236752,24.8056356,24
竹東,新竹縣,60,細懸浮微粒,普通,0.4,0.21,15,34,23,13,8,8.7,0.5,1.1,218,2025-03-27 21:00,,0.2,15.9,34,0,121.08895493,24.74091408,23
湖口,新竹縣,56,細懸浮微粒,普通,0.9,0.16,19,26,22,13,4,4.8,0.4,6.6,231,2025-03-27 21:00,,0.1,14.4,31,0,121.03886894,24.90009696,22
龍潭,桃園市,61,細懸浮微粒,普通,1.1,0.21,14,26,29,12,11,11.5,0.5,3.1,220,2025-03-27 21:00,,0.2,16.2,40,0,121.21645772,24.86400048,21
平鎮,桃園市,57,懸浮微粒,普通,0.8,0.23,12,30,28,11,10,11.5,0.9,1.9,235,2025-03-27 21:00,,0.2,14,36,0,121.203986,24.952786,20
觀音,桃園市,61,細懸浮微粒,普通,0.3,0.12,22,28,21,13,2,3.3,0.7,8.5,257,2025-03-27 21:00,,0.1,16.2,30,0,121.08283092,25.03556747,19
大園,桃園市,59,細懸浮微粒,普通,0,0.16,23,30,29,12,2,2.8,0.6,5.9,228,2025-03-27 21:00,,0.1,15.5,35,0,121.20251473,25.06100357,18
桃園,桃園市,64,細懸浮微粒,普通,1.5,0.3,13,34,29,12,12,13.9,1.2,2.2,239,2025-03-27 21:00,,0.2,17.3,39,1,121.30500531,24.9947107,17
大同,臺北市,86,細懸浮微粒,普通,1.5,1.15,4,22,44,21,24,47.5,23.2,-,-,2025-03-27 21:00,,0.8,25.2,50,1,121.51342074,25.06331455,16
松山,臺北市,87,細懸浮微粒,普通,1.3,0.36,11,41,38,20,17,19.8,2.2,2.9,78,2025-03-27 21:00,,0.3,25.5,43,1,121.578611,25.05,15
古亭,臺北市,75,細懸浮微粒,普通,0.8,0.36,15,27,40,15,16,17.3,0.3,1.4,305,2025-03-27 21:00,,0.3,21.1,45,1,121.529556,25.020608,14
萬華,臺北市,70,細懸浮微粒,普通,0.9,0.45,11,29,38,17,18,20.1,1.7,1.1,306,2025-03-27 21:00,,0.4,19.3,48,1,121.507972,25.046503,13
中山,臺北市,77,細懸浮微粒,普通,1.3,0.61,4,27,39,15,25,36.8,11.4,1.3,323,2025-03-27 21:00,,0.4,21.9,50,1,121.526528,25.062361,12
士林,臺北市,69,細懸浮微粒,普通,0.5,0.22,16,35,30,12,9,10,0.5,2.8,345,2025-03-27 21:00,,0.2,19.1,45,0,121.51666356,25.10334003,11
淡水,新北市,72,細懸浮微粒,普通,0.4,0.35,10,27,29,12,12,14.3,2,1.4,40,2025-03-27 21:00,,0.2,20,45,0,121.449239,25.1645,10
林口,新北市,67,懸浮微粒,普通,0.7,0.2,15,33,37,13,9,10.4,1,5,256,2025-03-27 21:00,,0.2,15.7,45,0,121.36548982,25.07798949,9
菜寮,新北市,81,細懸浮微粒,普通,1.3,0.42,8,32,36,18,21,23.8,2.4,1.9,286,2025-03-27 21:00,,0.3,23.6,49,0,121.481028,25.06895,8
新莊,新北市,71,細懸浮微粒,普通,1.1,0.23,17,39,36,15,8,9.6,0.9,3,249,2025-03-27 21:00,,0.2,19.8,46,1,121.4325,25.037972,7
板橋,新北市,69,細懸浮微粒,普通,1.2,0.34,16,45,37,14,15,16.9,1.1,2.1,258,2025-03-27 21:00,,0.3,19,46,1,121.458667,25.012972,6
土城,新北市,87,細懸浮微粒,普通,1.3,0.33,15,46,43,23,15,16.3,0.6,1.3,225,2025-03-27 21:00,,0.3,25.7,47,0,121.451861,24.982528,5
新店,新北市,78,細懸浮微粒,普通,0.7,0.3,19,44,44,20,15,16.6,0.7,2,313,2025-03-27 21:00,,0.3,22.3,50,0,121.537778,24.977222,4
萬里,新北市,83,細懸浮微粒,普通,0.3,0.3,24,52,34,18,12,13.6,1.4,0.3,228,2025-03-27 21:00,,0.3,24.2,45,1,121.689881,25.179667,3
汐止,新北市,79,細懸浮微粒,普通,0.6,0.3,16,45,36,16,15,17,1.7,1.3,270,2025-03-27 21:00,,0.3,22.7,40,1,121.64081,25.06624,2
基隆,基隆市,69,細懸浮微粒,普通,0.9,0.36,35,51,30,20,9,10.2,0.9,0.5,283,2025-03-27 21:00,,0.3,19,32,0,121.760056,25.129167,1
屏東(枋山),屏東縣,35,,良好,0.2,0.13,33,37,15,7,2,2.8,0.1,4,303,2025-03-27 20:00,,0.1,8.6,15,0,120.651472,22.260899,313
臺南（南化）,臺南市,46,,良好,0.2,0.2,17,38,11,10,5,6,0.6,1.1,257,2025-03-27 20:00,,0.1,11.4,24,0,120.44583156,23.04562013,312
新北（樹林）,新北市,69,細懸浮微粒,普通,1.3,0.33,19,43,45,18,18,20,1.1,0.2,355,2025-03-27 20:00,,0.2,19.1,46,0,121.38352778,24.94902778,311
台中市（和平區消防隊）,臺中市,53,懸浮微粒,普通,0.3,0.18,35,41,34,15,6,8.9,2.3,0.3,317,2025-03-27 20:00,,0.1,12.9,33,0,120.883858,24.174592,310
屏東（琉球）,屏東縣,55,細懸浮微粒,普通,0.6,0.15,26,29,20,12,1,2.4,0.8,2.6,317,2025-03-27 20:00,,0.1,13.9,19,0,120.37722,22.35222,204
臺南（麻豆）,臺南市,64,細懸浮微粒,普通,0.1,0.22,12,24,45,34,9,11.4,2.2,0.3,124,2025-03-27 20:00,,0.1,17.1,32,0,120.24583056,23.17904722,203
高雄（湖內）,高雄市,43,,良好,0.6,0.2,20,25,25,13,,,,1.6,294,2025-03-27 20:00,,0.1,10.6,23,1,120.24535,22.87985556,202
宜蘭（頭城）,宜蘭縣,57,懸浮微粒,普通,0.8,0.12,20,23,42,11,3,4.8,1.1,0.7,71,2025-03-27 20:00,,0.1,14.1,36,1,121.82463916,24.85366672,201
員林,彰化縣,56,細懸浮微粒,普通,1.3,0.23,17,31,29,16,5,6.4,1,2.2,182,2025-03-27 20:00,,0.1,14.2,35,1,120.5631893,23.9615945,139
大城,彰化縣,141,懸浮微粒,對敏感族群不健康,1,0.15,20,24,13,9,4,4.7,0.6,1,196,2025-03-27 20:00,,0.1,16.6,168,1,120.26964167,23.85493056,85
富貴角,新北市,78,細懸浮微粒,普通,0.1,0.2,25,41,56,22,3,3.3,0,4.4,244,2025-03-27 20:00,,0.1,22.2,47,0,121.53656894,25.29681695,84
麥寮,雲林縣,49,,良好,0.6,0.19,19,26,25,21,4,5.6,1.6,2.4,236,2025-03-27 20:00,,0.1,12.2,22,0,120.251825,23.753506,83
關山,臺東縣,104,懸浮微粒,對敏感族群不健康,0.6,0.17,23,,28,10,3,4.6,0.7,0.5,27,2025-03-27 20:00,,0.1,12.5,83,0,121.161933,23.045083,80
馬公,澎湖縣,45,,良好,0.4,0.22,24,25,13,15,4,5.3,1.2,2.3,176,2025-03-27 20:00,,0.1,11.2,21,0,119.566158,23.569031,78
金門,金門縣,59,細懸浮微粒,普通,0.8,0.15,32,38,30,16,13,13.7,0.7,2.2,207,2025-03-27 20:00,,0.1,15.5,26,0,118.312256,24.432133,77
馬祖,連江縣,71,細懸浮微粒,普通,0.4,0.15,44,46,47,19,4,5.3,0.6,8.6,220,2025-03-27 20:00,,0.1,19.7,43,0,119.952724,26.153736,75
埔里,南投縣,76,懸浮微粒,普通,0.8,0.21,30,39,66,20,4,5.1,1,0.8,312,2025-03-27 20:00,,0.1,17.2,53,0,120.967903,23.968842,72
復興,高雄市,50,,良好,0.6,0.31,20,28,18,13,11,12.6,1.4,0.8,295,2025-03-27 20:00,,0.2,12.3,21,1,120.312017,22.608711,71
永和,新北市,85,細懸浮微粒,普通,0.7,0.79,13,35,38,23,23,34.1,10.9,1.8,306,2025-03-27 20:00,,0.9,25,49,1,121.516306,25.017,70
竹山,南投縣,57,細懸浮微粒,普通,0.9,0.17,22,38,24,16,4,6,1.1,1.3,241,2025-03-27 20:00,,0.1,14.7,31,0,120.677306,23.756389,69
中壢,桃園市,70,細懸浮微粒,普通,1,1.31,7,23,36,15,22,58,35.7,0.6,160,2025-03-27 20:00,,0.9,19.4,43,0,121.221667,24.953278,68
三重,新北市,86,細懸浮微粒,普通,1.1,0.89,3,18,41,24,34,75.7,41.6,-,-,2025-03-27 20:00,,0.6,25.2,53,1,121.493806,25.072611,67
冬山,宜蘭縣,61,細懸浮微粒,普通,0.3,0.22,26,49,34,16,4,5.6,0.8,1.8,281,2025-03-27 20:00,,0.3,16.2,40,0,121.792928,24.632203,66
宜蘭,宜蘭縣,59,細懸浮微粒,普通,0.8,0.2,23,38,25,16,4,4.7,0.6,1.5,22,2025-03-27 20:00,,0.2,15.3,26,0,121.746394,24.747917,65
陽明,臺北市,62,細懸浮微粒,普通,0.7,0.21,34,51,36,18,5,6,0.4,1.7,40,2025-03-27 20:00,,0.2,16.7,36,0,121.529583,25.182722,64
花蓮,花蓮縣,47,,良好,0,0.24,21,28,30,11,5,5.8,0.3,2,48,2025-03-27 20:00,,0.1,10.6,28,0,121.599769,23.971306,63
臺東,臺東縣,53,懸浮微粒,普通,0.5,0.25,22,25,27,11,5,7,2,2.4,222,2025-03-27 20:00,,0.2,12.1,33,0,121.15045,22.755358,62
恆春,屏東縣,40,,良好,1.3,0.14,29,31,15,12,0,1.2,0.9,3.8,299,2025-03-27 20:00,,0.1,10,13,1,120.788928,21.958069,61
潮州,屏東縣,53,二氧化硫,普通,11.9,0.36,11,29,36,19,18,18.5,0.3,1.6,295,2025-03-27 20:00,,0.1,12.3,27,0,120.561175,22.523108,60
屏東,屏東縣,60,細懸浮微粒,普通,1.2,0.26,20,37,32,14,12,13.1,0.8,1.4,311,2025-03-27 20:00,,0.3,15.7,39,2,120.488033,22.673081,59
小港,高雄市,53,細懸浮微粒,普通,0.2,0.18,15,25,22,13,15,16.6,1.1,2,260,2025-03-27 20:00,,0.1,13.3,22,1,120.337736,22.565833,58
前鎮,高雄市,52,細懸浮微粒,普通,1.4,0.21,21,26,16,13,10,10.5,0.4,0.6,323,2025-03-27 20:00,,0.2,12.8,22,2,120.30833356,22.6044507,57
前金,高雄市,48,,良好,0.7,0.25,23,31,15,11,9,10.6,1.5,2,354,2025-03-27 20:00,,0.2,12,21,1,120.28676111,22.63390278,56
左營,高雄市,57,細懸浮微粒,普通,0.3,0.17,20,29,18,15,13,14.4,0.8,2,305,2025-03-27 20:00,,0.1,14.7,22,1,120.292917,22.674861,54
楠梓,高雄市,58,懸浮微粒,普通,1.3,0.22,22,28,31,13,6,7.3,0.8,1.4,267,2025-03-27 20:00,,0.2,14.2,37,2,120.328289,22.733667,53
林園,高雄市,58,細懸浮微粒,普通,1.4,0.18,17,30,31,14,12,14,1.1,2.4,296,2025-03-27 20:00,,0.1,15.2,28,1,120.41175,22.4795,52
大寮,高雄市,63,細懸浮微粒,普通,1,0.3,12,26,32,12,15,16.4,1.4,0.8,341,2025-03-27 20:00,,0.2,16.8,34,1,120.425311,22.56413611,51
鳳山,高雄市,64,細懸浮微粒,普通,0.2,0.61,16,27,27,17,16,18.8,2.7,0.8,298,2025-03-27 20:00,,0.4,17.4,26,1,120.357422,22.628126,50
仁武,高雄市,57,細懸浮微粒,普通,0.6,0.2,25,34,20,14,9,11,1.1,1.5,300,2025-03-27 20:00,,0.1,14.7,24,1,120.332631,22.689056,49
橋頭,高雄市,48,,良好,0.4,0.3,21,30,18,10,7,8.3,0.8,1.6,261,2025-03-27 20:00,,0.1,12,23,0,120.305689,22.757506,48
美濃,高雄市,57,細懸浮微粒,普通,0.7,0.2,23,51,27,14,6,7.1,0.8,1.4,278,2025-03-27 20:00,,0.2,14.7,27,1,120.530542,22.883583,47
臺南,臺南市,55,細懸浮微粒,普通,0.3,0.26,15,25,17,12,10,11.7,1,1.2,256,2025-03-27 20:00,,0.2,13.8,24,0,120.21947897,22.98928311,46
安南,臺南市,46,,良好,1.2,0.23,22,28,16,8,3,5.2,1.3,1.7,249,2025-03-27 20:00,,0.1,11.5,26,1,120.2175,23.048197,45
善化,臺南市,58,細懸浮微粒,普通,0.2,0.17,17,29,20,13,6,7.9,1,0.3,109,2025-03-27 20:00,,0.1,15,24,0,120.29740529,23.11337642,44
新營,臺南市,53,細懸浮微粒,普通,0.2,0.26,15,30,20,12,7,8.8,1.2,1.1,182,2025-03-27 20:00,,0.2,13.2,25,1,120.31725,23.305633,43
嘉義,嘉義市,47,,良好,0.5,0.21,17,31,14,11,6,7.1,1,1.3,232,2025-03-27 20:00,,0.1,11.7,25,1,120.44125148,23.46477865,42
臺西,雲林縣,35,,良好,0.7,0.15,20,21,17,6,2,2.7,0.1,2.8,217,2025-03-27 20:00,,0.1,8.7,20,0,120.19933333,23.702175,41
朴子,嘉義縣,48,,良好,0.8,0.23,17,25,16,10,4,6.2,1.3,0.8,227,2025-03-27 20:00,,0.1,12,23,0,120.2478,23.46538,40
新港,嘉義縣,52,細懸浮微粒,普通,0.4,0.16,16,28,20,9,5,5.2,0.1,1.1,216,2025-03-27 20:00,,0.1,12.7,25,1,120.345531,23.554839,39
崙背,雲林縣,68,懸浮微粒,普通,1.2,0.19,15,24,21,10,3,3.8,0.5,0.5,175,2025-03-27 20:00,,0.2,14.7,46,1,120.348742,23.757547,38
斗六,雲林縣,57,細懸浮微粒,普通,0.7,0.26,16,33,21,13,6,7.8,1.4,1,189,2025-03-27 20:00,,0.2,14.6,27,1,120.544994,23.711853,37
南投,南投縣,60,細懸浮微粒,普通,1.2,0.18,21,38,25,14,4,5.3,0.8,2,197,2025-03-27 20:00,,0.1,15.8,36,1,120.685306,23.913,36
二林,彰化縣,57,懸浮微粒,普通,1,0.16,19,32,21,10,1,2.4,0.4,3,251,2025-03-27 20:00,,0.1,13.6,36,1,120.409653,23.925175,35
線西,彰化縣,49,,良好,0.6,0.17,20,29,16,11,3,5,1,3.4,208,2025-03-27 20:00,,0.1,12.2,25,0,120.469061,24.131672,34
彰化,彰化縣,52,細懸浮微粒,普通,0.4,0.16,16,27,21,10,3,4.4,0.8,1.6,217,2025-03-27 20:00,,0.1,13,31,1,120.541519,24.066,33
西屯,臺中市,61,懸浮微粒,普通,1.1,0.2,15,32,32,14,7,7.5,0.3,1.6,180,2025-03-27 20:00,,0.1,14.2,40,1,120.616917,24.162197,32
忠明,臺中市,57,懸浮微粒,普通,1,0.29,13,30,31,13,8,10.1,2,2.7,187,2025-03-27 20:00,,0.2,13.4,36,1,120.641092,24.151958,31
大里,臺中市,64,細懸浮微粒,普通,1.2,0.25,13,32,25,15,10,11.7,1,2.9,238,2025-03-27 20:00,,0.2,17.3,40,1,120.67844444,24.09961111,30
沙鹿,臺中市,55,細懸浮微粒,普通,2.5,0.26,12,31,27,11,9,11.6,2,2,186,2025-03-27 20:00,,0.1,14,33,2,120.568794,24.225628,29
豐原,臺中市,65,細懸浮微粒,普通,1,0.28,16,41,39,14,8,9.5,1.5,4.2,200,2025-03-27 20:00,,0.2,17.7,40,1,120.74252414,24.25699731,28
三義,苗栗縣,63,懸浮微粒,普通,1.7,0.24,10,40,27,16,11,12.4,0.5,4.6,197,2025-03-27 20:00,,0.2,14.9,42,1,120.75956754,24.38248443,27
苗栗,苗栗縣,53,細懸浮微粒,普通,1.3,0.2,16,32,20,7,6,7.9,1.6,5.4,231,2025-03-27 20:00,,0.1,13.3,30,1,120.82011468,24.56499183,26
頭份,苗栗縣,60,懸浮微粒,普通,1.8,0.25,14,32,31,13,9,10.9,1.4,5.2,240,2025-03-27 20:00,,0.2,14.5,39,1,120.89869286,24.69690679,25
新竹,新竹市,64,細懸浮微粒,普通,1.9,0.27,16,22,22,13,7,7.8,0.7,6.4,238,2025-03-27 20:00,,0.2,17.1,35,1,120.97236752,24.8056356,24
竹東,新竹縣,64,細懸浮微粒,普通,0.6,0.23,21,36,28,14,8,8.9,0.3,1.5,207,2025-03-27 20:00,,0.1,17.2,37,0,121.08895493,24.74091408,23
湖口,新竹縣,55,細懸浮微粒,普通,0.6,0.15,19,30,22,13,4,4.8,0.4,6.7,238,2025-03-27 20:00,,0.1,14,33,1,121.03886894,24.90009696,22
龍潭,桃園市,63,細懸浮微粒,普通,1.2,0.23,17,29,42,18,13,13.9,0.8,2.8,208,2025-03-27 20:00,,0.1,16.9,42,0,121.21645772,24.86400048,21
平鎮,桃園市,59,懸浮微粒,普通,0.7,0.23,16,34,29,15,9,10.3,0.7,2.3,256,2025-03-27 20:00,,0.2,14.6,38,0,121.203986,24.952786,20
觀音,桃園市,63,細懸浮微粒,普通,0.3,0.13,22,31,26,16,2,3.5,1.1,9.4,260,2025-03-27 20:00,,0.1,16.9,32,0,121.08283092,25.03556747,19
大園,桃園市,62,細懸浮微粒,普通,0.2,0.16,22,34,28,14,3,3.9,0.8,5.5,224,2025-03-27 20:00,,0.1,16.4,36,0,121.20251473,25.06100357,18
桃園,桃園市,67,細懸浮微粒,普通,1.1,0.29,20,39,37,15,11,13.1,1.2,2.8,218,2025-03-27 20:00,,0.2,18.4,41,1,121.30500531,24.9947107,17
大同,臺北市,89,細懸浮微粒,普通,1.2,1,12,30,42,22,23,39.6,16.4,-,-,2025-03-27 20:00,,0.8,26.3,52,1,121.51342074,25.06331455,16
松山,臺北市,91,細懸浮微粒,普通,1.1,0.42,15,50,38,24,21,24.2,2.5,1.7,74,2025-03-27 20:00,,0.3,27.2,46,1,121.578611,25.05,15
古亭,臺北市,79,細懸浮微粒,普通,0.7,0.43,17,37,46,23,20,21.4,0.5,1.6,288,2025-03-27 20:00,,0.3,22.6,48,1,121.529556,25.020608,14
萬華,臺北市,73,細懸浮微粒,普通,0.8,0.5,16,39,43,18,20,21.9,1.3,1.1,267,2025-03-27 20:00,,0.4,20.7,51,1,121.507972,25.046503,13
中山,臺北市,81,細懸浮微粒,普通,1.2,0.66,8,38,48,24,26,39.3,12.4,1.2,217,2025-03-27 20:00,,0.4,23.5,53,1,121.526528,25.062361,12
士林,臺北市,74,細懸浮微粒,普通,0.4,0.24,21,43,32,16,12,13,0.7,2.3,344,2025-03-27 20:00,,0.2,20.8,49,0,121.51666356,25.10334003,11
淡水,新北市,78,細懸浮微粒,普通,0.6,0.42,13,33,43,17,15,17.1,1.3,1.5,330,2025-03-27 20:00,,0.2,22.4,49,0,121.449239,25.1645,10
林口,新北市,68,懸浮微粒,普通,0.5,0.22,18,38,42,12,9,9.9,0.8,5.1,257,2025-03-27 20:00,,0.2,16.8,46,0,121.36548982,25.07798949,9
